id,ACTION
3852,0.996304
3853,0.975324
3854,0.999199
3855,0.996081
3856,0.980415
3857,0.997598
3858,0.836416
3859,0.996436
3860,0.997070
3861,0.998440
3862,0.873196
3863,0.990986
3864,0.958380
3865,0.993407
3866,0.958109
3867,0.913049
3868,0.962246
3869,0.975019
3870,0.983957
3871,0.994451
3872,0.966676
3873,0.387141
3874,0.998747
3875,0.972988
3876,0.972595
3877,0.982477
3878,0.995204
3879,0.999463
3880,0.990947
3881,0.988932
3882,0.985837
3883,0.992547
3884,0.907727
3885,0.979715
3886,0.993970
3887,0.998573
3888,0.984200
3889,0.988608
3890,0.984205
3891,0.999335
3892,0.997320
3893,0.985272
3894,0.999020
3895,0.965485
3896,0.984846
3897,0.897537
3898,0.994071
3899,0.986530
3900,0.904656
3901,0.989587
3902,0.842024
3903,0.985646
3904,0.953792
3905,0.997743
3906,0.980600
3907,0.969140
3908,0.997459
3909,0.995647
3910,0.971941
3911,0.999283
3912,0.958769
3913,0.993071
3914,0.998109
3915,0.991776
3916,0.998372
3917,0.980565
3918,0.658088
3919,0.991731
3920,0.993661
3921,0.997049
3922,0.987799
3923,0.987586
3924,0.974063
3925,0.988928
3926,0.996519
3927,0.997581
3928,0.985826
3929,0.997213
3930,0.991188
3931,0.529779
3932,0.990015
3933,0.996319
3934,0.993695
3935,0.965675
3936,0.993343
3937,0.998000
3938,0.973060
3939,0.998676
3940,0.806002
3941,0.997048
3942,0.958874
3943,0.997482
3944,0.997434
3945,0.998415
3946,0.992722
3947,0.985934
3948,0.999755
3949,0.993047
3950,0.934368
3951,0.997018
3952,0.998675
3953,0.997360
3954,0.989884
3955,0.968991
3956,0.995906
3957,0.917614
3958,0.999679
3959,0.998234
3960,0.993679
3961,0.998109
3962,0.989185
3963,0.996938
3964,0.997937
3965,0.992278
3966,0.981441
3967,0.917446
3968,0.972569
3969,0.969545
3970,0.997334
3971,0.999188
3972,0.979451
3973,0.994164
3974,0.997750
3975,0.999386
3976,0.988436
3977,0.987920
3978,0.999654
3979,0.993319
3980,0.999051
3981,0.999142
3982,0.983874
3983,0.966141
3984,0.969805
3985,0.998848
3986,0.978854
3987,0.987483
3988,0.994655
3989,0.999626
3990,0.999589
3991,0.922025
3992,0.995125
3993,0.897066
3994,0.480435
3995,0.468727
3996,0.990340
3997,0.999469
3998,0.728665
3999,0.942899
4000,0.994513
4001,0.992439
4002,0.999020
4003,0.924097
4004,0.986553
4005,0.711266
4006,0.921988
4007,0.992832
4008,0.833043
4009,0.999799
4010,0.999948
4011,0.465476
4012,0.993169
4013,0.903646
4014,0.988227
4015,0.994656
4016,0.987152
4017,0.999587
4018,0.979449
4019,0.997885
4020,0.983032
4021,0.950018
4022,0.926136
4023,0.993467
4024,0.992807
4025,0.994685
4026,0.983011
4027,0.998281
4028,0.998065
4029,0.989347
4030,0.975892
4031,0.994513
4032,0.992232
4033,0.541264
4034,0.983249
4035,0.967644
4036,0.764428
4037,0.999251
4038,0.995575
4039,0.997177
4040,0.994644
4041,0.834198
4042,0.979421
4043,0.997218
4044,0.990574
4045,0.956473
4046,0.874405
4047,0.975684
4048,0.992798
4049,0.977759
4050,0.989305
4051,0.995759
4052,0.947712
4053,0.994420
4054,0.993632
4055,0.984903
4056,0.964915
4057,0.856246
4058,0.994857
4059,0.997993
4060,0.997367
4061,0.993861
4062,0.995556
4063,0.978802
4064,0.995164
4065,0.985732
4066,0.986383
4067,0.995668
4068,0.997979
4069,0.994014
4070,0.943963
4071,0.997208
4072,0.995861
4073,0.991046
4074,0.550949
4075,0.991011
4076,0.982285
4077,0.998921
4078,0.979222
4079,0.990303
4080,0.994535
4081,0.998800
4082,0.995912
4083,0.965699
4084,0.992861
4085,0.988902
4086,0.999665
4087,0.982028
4088,0.998866
4089,0.999908
4090,0.991331
4091,0.929537
4092,0.926786
4093,0.999552
4094,0.902028
4095,0.986561
4096,0.990199
4097,0.954768
4098,0.992101
4099,0.978242
4100,0.996726
4101,0.980211
4102,0.983641
4103,0.950516
4104,0.999547
4105,0.997789
4106,0.982024
4107,0.999704
4108,0.998922
4109,0.985603
4110,0.973598
4111,0.971168
4112,0.997625
4113,0.779050
4114,0.987241
4115,0.980178
4116,0.953257
4117,0.999414
4118,0.970067
4119,0.981190
4120,0.998692
4121,0.965641
4122,0.887085
4123,0.992748
4124,0.987319
4125,0.998986
4126,0.989997
4127,0.469466
4128,0.997762
4129,0.995046
4130,0.983557
4131,0.997082
4132,0.997699
4133,0.996300
4134,0.999187
4135,0.915868
4136,0.981841
4137,0.969909
4138,0.987607
4139,0.989177
4140,0.390999
4141,0.858735
4142,0.987101
4143,0.998498
4144,0.994166
4145,0.394845
4146,0.976220
4147,0.994641
4148,0.958372
4149,0.992375
4150,0.999463
4151,0.988646
4152,0.971674
4153,0.996198
4154,0.989556
4155,0.765207
4156,0.999569
4157,0.984908
4158,0.906230
4159,0.727295
4160,0.998601
4161,0.978556
4162,0.999713
4163,0.999522
4164,0.999117
4165,0.975109
4166,0.277339
4167,0.995838
4168,0.961880
4169,0.693224
4170,0.922921
4171,0.996132
4172,0.985073
4173,0.995079
4174,0.959974
4175,0.982623
4176,0.993094
4177,0.991131
4178,0.977614
4179,0.996747
4180,0.902123
4181,0.992180
4182,0.999758
4183,0.988390
4184,0.993419
4185,0.997049
4186,0.996386
4187,0.963857
4188,0.986470
4189,0.904353
4190,0.934165
4191,0.620896
4192,0.996125
4193,0.997392
4194,0.999490
4195,0.923405
4196,0.966051
4197,0.997629
4198,0.990579
4199,0.975174
4200,0.995042
4201,0.997607
4202,0.996958
4203,0.984583
4204,0.884052
4205,0.918798
4206,0.979343
4207,0.961440
4208,0.994908
4209,0.997821
4210,0.991781
4211,0.998049
4212,0.977904
4213,0.996963
4214,0.997380
4215,0.980557
4216,0.989971
4217,0.983801
4218,0.976070
4219,0.995795
4220,0.999925
4221,0.997866
4222,0.991947
4223,0.356176
4224,0.988720
4225,0.252461
4226,0.993897
4227,0.584800
4228,0.998474
4229,0.981201
4230,0.984495
4231,0.483949
4232,0.999068
4233,0.996858
4234,0.986172
4235,0.987555
4236,0.912576
4237,0.902798
4238,0.995361
4239,0.996933
4240,0.985684
4241,0.974363
4242,0.998592
4243,0.991698
4244,0.983374
4245,0.990093
4246,0.999455
4247,0.984111
4248,0.904983
4249,0.999842
4250,0.994436
4251,0.998168
4252,0.377372
4253,0.991176
4254,0.999182
4255,0.964545
4256,0.988956
4257,0.997937
4258,0.997327
4259,0.645477
4260,0.994115
4261,0.994853
4262,0.992148
4263,0.993898
4264,0.628711
4265,0.995891
4266,0.999498
4267,0.968469
4268,0.999027
4269,0.997446
4270,0.973964
4271,0.999012
4272,0.963399
4273,0.909805
4274,0.986209
4275,0.943032
4276,0.995550
4277,0.995773
4278,0.857726
4279,0.647068
4280,0.977394
4281,0.991290
4282,0.993217
4283,0.978153
4284,0.826817
4285,0.932144
4286,0.990512
4287,0.949661
4288,0.987733
4289,0.982113
4290,0.991876
4291,0.958292
4292,0.998070
4293,0.990276
4294,0.395594
4295,0.945140
4296,0.980769
4297,0.973229
4298,0.998693
4299,0.997249
4300,0.967512
4301,0.989379
4302,0.998102
4303,0.990284
4304,0.969919
4305,0.994599
4306,0.203726
4307,0.940952
4308,0.358237
4309,0.995335
4310,0.974179
4311,0.994391
4312,0.999085
4313,0.981594
4314,0.987835
4315,0.996943
4316,0.368623
4317,0.962370
4318,0.924642
4319,0.997732
4320,0.919281
4321,0.990995
4322,0.994804
4323,0.983489
4324,0.994256
4325,0.993513
4326,0.890333
4327,0.991332
4328,0.990422
4329,0.998245
4330,0.999068
4331,0.989498
4332,0.968235
4333,0.982648
4334,0.998626
4335,0.997736
4336,0.979489
4337,0.990933
4338,0.864517
4339,0.996298
4340,0.989652
4341,0.988925
4342,0.997180
4343,0.995204
4344,0.994319
4345,0.996223
4346,0.999409
4347,0.987990
4348,0.997367
4349,0.860437
4350,0.698758
4351,0.936520
4352,0.972785
4353,0.986505
4354,0.995588
4355,0.995513
4356,0.992526
4357,0.999897
4358,0.998228
4359,0.991802
4360,0.999174
4361,0.999130
4362,0.992757
4363,0.980390
4364,0.959192
4365,0.852947
4366,0.994455
4367,0.939672
4368,0.994985
4369,0.796127
4370,0.998082
4371,0.999396
4372,0.982550
4373,0.996758
4374,0.998373
4375,0.744123
4376,0.998111
4377,0.992800
4378,0.985453
4379,0.989953
4380,0.982838
4381,0.999673
4382,0.999755
4383,0.997493
4384,0.989624
4385,0.984185
4386,0.999076
4387,0.973569
4388,0.972439
4389,0.978094
4390,0.414573
4391,0.933272
4392,0.996228
4393,0.939232
4394,0.994419
4395,0.985875
4396,0.978293
4397,0.990947
4398,0.997968
4399,0.990799
4400,0.980689
4401,0.828257
4402,0.993415
4403,0.990282
4404,0.998302
4405,0.983132
4406,0.999246
4407,0.998064
4408,0.994237
4409,0.991844
4410,0.987128
4411,0.997593
4412,0.992683
4413,0.943394
4414,0.985269
4415,0.973366
4416,0.993855
4417,0.994246
4418,0.831049
4419,0.997499
4420,0.891819
4421,0.997169
4422,0.997354
4423,0.996860
4424,0.993394
4425,0.658100
4426,0.973089
4427,0.992500
4428,0.917204
4429,0.998052
4430,0.884655
4431,0.999543
4432,0.985349
4433,0.987606
4434,0.980858
4435,0.997777
4436,0.997718
4437,0.946180
4438,0.994150
4439,0.997442
4440,0.995384
4441,0.998323
4442,0.990211
4443,0.978599
4444,0.989314
4445,0.999448
4446,0.955403
4447,0.989026
4448,0.997109
4449,0.994329
4450,0.995175
4451,0.995907
4452,0.995223
4453,0.999369
4454,0.991456
4455,0.997866
4456,0.980935
4457,0.997462
4458,0.998921
4459,0.995825
4460,0.987193
4461,0.925186
4462,0.937259
4463,0.991792
4464,0.873604
4465,0.998151
4466,0.962437
4467,0.273291
4468,0.989459
4469,0.975705
4470,0.996302
4471,0.999135
4472,0.997761
4473,0.958028
4474,0.998953
4475,0.922857
4476,0.973147
4477,0.999073
4478,0.996140
4479,0.961480
4480,0.932629
4481,0.953082
4482,0.994259
4483,0.989958
4484,0.998116
4485,0.995765
4486,0.981730
4487,0.594549
4488,0.999490
4489,0.769052
4490,0.998368
4491,0.982842
4492,0.763690
4493,0.997190
4494,0.948977
4495,0.991145
4496,0.969593
4497,0.530565
4498,0.940299
4499,0.995825
4500,0.958791
4501,0.997227
4502,0.972573
4503,0.991289
4504,0.992912
4505,0.993848
4506,0.995072
4507,0.995830
4508,0.991058
4509,0.985669
4510,0.653262
4511,0.974706
4512,0.999235
4513,0.962356
4514,0.998716
4515,0.998961
4516,0.953401
4517,0.966303
4518,0.929316
4519,0.609148
4520,0.994956
4521,0.999202
4522,0.989330
4523,0.980158
4524,0.795780
4525,0.974783
4526,0.995608
4527,0.603745
4528,0.985385
4529,0.944725
4530,0.974538
4531,0.854959
4532,0.844115
4533,0.713483
4534,0.989766
4535,0.997692
4536,0.999515
4537,0.973872
4538,0.985189
4539,0.976149
4540,0.995056
4541,0.998317
4542,0.995074
4543,0.996611
4544,0.554660
4545,0.987169
4546,0.997463
4547,0.992134
4548,0.880819
4549,0.970274
4550,0.973884
4551,0.995781
4552,0.990181
4553,0.992982
4554,0.968146
4555,0.957758
4556,0.989364
4557,0.982722
4558,0.856444
4559,0.988801
4560,0.993749
4561,0.339530
4562,0.722433
4563,0.998191
4564,0.992203
4565,0.943673
4566,0.999094
4567,0.967421
4568,0.988221
4569,0.999937
4570,0.977956
4571,0.993673
4572,0.987198
4573,0.999166
4574,0.987893
4575,0.992512
4576,0.935863
4577,0.928551
4578,0.995386
4579,0.999175
4580,0.965513
4581,0.996447
4582,0.993560
4583,0.992002
4584,0.995756
4585,0.840772
4586,0.988611
4587,0.981351
4588,0.996679
4589,0.982353
4590,0.939362
4591,0.989138
4592,0.993918
4593,0.970443
4594,0.968906
4595,0.978253
4596,0.956882
4597,0.987837
4598,0.994344
4599,0.792219
4600,0.916677
4601,0.995778
4602,0.949612
4603,0.998481
4604,0.998705
4605,0.998039
4606,0.859384
4607,0.979619
4608,0.997133
4609,0.987052
4610,0.998416
4611,0.392259
4612,0.966816
4613,0.979883
4614,0.993559
4615,0.813561
4616,0.999848
4617,0.995205
4618,0.994275
4619,0.999622
4620,0.999234
4621,0.996587
4622,0.870437
4623,0.998935
4624,0.982093
4625,0.936668
4626,0.985860
4627,0.998836
4628,0.738416
4629,0.995100
4630,0.979125
4631,0.953409
4632,0.973848
4633,0.980183
4634,0.991434
4635,0.993529
4636,0.991137
4637,0.999924
4638,0.984053
4639,0.995480
4640,0.995024
4641,0.999113
4642,0.806880
4643,0.992155
4644,0.997502
4645,0.987702
4646,0.991037
4647,0.996118
4648,0.484754
4649,0.981346
4650,0.965177
4651,0.921404
4652,0.951382
4653,0.264720
4654,0.990840
4655,0.996061
4656,0.996452
4657,0.994687
4658,0.994818
4659,0.966143
4660,0.993052
4661,0.989818
4662,0.985277
4663,0.287103
4664,0.967311
4665,0.995028
4666,0.989903
4667,0.998422
4668,0.990446
4669,0.983812
4670,0.996738
4671,0.984624
4672,0.718216
4673,0.963841
4674,0.913041
4675,0.922433
4676,0.987914
4677,0.844758
4678,0.998553
4679,0.993033
4680,0.951197
4681,0.948512
4682,0.998366
4683,0.995982
4684,0.989751
4685,0.990171
4686,0.919236
4687,0.955399
4688,0.994913
4689,0.969334
4690,0.997216
4691,0.999986
4692,0.998304
4693,0.996742
4694,0.961880
4695,0.956760
4696,0.991443
4697,0.981517
4698,0.994026
4699,0.991414
4700,0.960213
4701,0.949617
4702,0.989702
4703,0.978793
4704,0.997098
4705,0.946150
4706,0.941010
4707,0.994315
4708,0.971052
4709,0.964061
4710,0.999344
4711,0.988105
4712,0.774563
4713,0.991037
4714,0.997062
4715,0.992966
4716,0.862375
4717,0.997836
4718,0.994991
4719,0.952320
4720,0.949412
4721,0.994258
4722,0.603547
4723,0.879487
4724,0.989975
4725,0.988621
4726,0.994249
4727,0.540514
4728,0.625950
4729,0.997508
4730,0.996633
4731,0.996982
4732,0.965443
4733,0.995294
4734,0.983924
4735,0.994229
4736,0.951126
4737,0.995886
4738,0.997561
4739,0.996236
4740,0.996271
4741,0.240159
4742,0.993956
4743,0.942883
4744,0.998851
4745,0.948879
4746,0.990563
4747,0.943402
4748,0.983832
4749,0.972156
4750,0.991899
4751,0.905552
4752,0.997448
4753,0.594616
4754,0.947917
4755,0.997035
4756,0.995340
4757,0.826167
4758,0.966634
4759,0.997950
4760,0.989971
4761,0.996084
4762,0.997018
4763,0.997204
4764,0.979841
4765,0.991303
4766,0.927705
4767,0.568225
4768,0.994162
4769,0.966872
4770,0.982744
4771,0.996959
4772,0.995962
4773,0.959046
4774,0.996185
4775,0.979085
4776,0.931338
4777,0.997504
4778,0.999670
4779,0.889433
4780,0.815227
4781,0.970642
4782,0.997603
4783,0.997757
4784,0.983160
4785,0.999853
4786,0.788437
4787,0.323006
4788,0.981280
4789,0.995832
4790,0.925206
4791,0.939090
4792,0.857356
4793,0.958930
4794,0.993035
4795,0.796635
4796,0.978910
4797,0.998186
4798,0.995697
4799,0.981015
4800,0.985957
4801,0.997534
4802,0.991050
4803,0.997461
4804,0.994667
4805,0.920834
4806,0.999574
4807,0.988660
4808,0.998460
4809,0.998743
4810,0.997492
4811,0.994650
4812,0.712203
4813,0.973506
4814,0.804024
4815,0.992756
4816,0.789675
4817,0.999411
4818,0.707000
4819,0.994625
4820,0.998844
4821,0.992867
4822,0.853948
4823,0.974374
4824,0.780878
4825,0.915469
4826,0.943286
4827,0.973671
4828,0.996213
4829,0.993113
4830,0.998538
4831,0.997444
4832,0.993291
4833,0.989445
4834,0.992442
4835,0.999143
4836,0.995305
4837,0.951389
4838,0.998100
4839,0.996246
4840,0.998993
4841,0.985201
4842,0.996713
4843,0.634821
4844,0.997807
4845,0.915999
4846,0.995729
4847,0.998680
4848,0.756469
4849,0.998900
4850,0.982374
4851,0.997285
4852,0.993837
4853,0.979116
4854,0.998405
4855,0.994401
4856,0.981594
4857,0.990053
4858,0.999456
4859,0.998486
4860,0.997942
4861,0.999015
4862,0.993161
4863,0.960881
4864,0.997056
4865,0.937855
4866,0.622565
4867,0.999698
4868,0.991342
4869,0.996027
4870,0.940429
4871,0.999314
4872,0.989309
4873,0.999596
4874,0.993860
4875,0.996328
4876,0.293362
4877,0.990725
4878,0.994665
4879,0.889533
4880,0.981153
4881,0.980015
4882,0.994905
4883,0.952831
4884,0.989320
4885,0.990533
4886,0.998685
4887,0.984770
4888,0.977975
4889,0.997771
4890,0.997738
4891,0.999393
4892,0.991688
4893,0.986313
4894,0.974093
4895,0.997028
4896,0.999273
4897,0.994658
4898,0.982620
4899,0.991759
4900,0.949815
4901,0.302103
4902,0.970642
4903,0.986565
4904,0.996656
4905,0.995047
4906,0.935752
4907,0.996940
4908,0.790200
4909,0.965070
4910,0.809964
4911,0.997364
4912,0.995787
4913,0.996088
4914,0.995825
4915,0.987937
4916,0.993184
4917,0.997462
4918,0.996604
4919,0.995186
4920,0.990456
4921,0.162174
4922,0.976073
4923,0.941824
4924,0.982045
4925,0.986581
4926,0.872435
4927,0.995454
4928,0.995390
4929,0.991694
4930,0.998344
4931,0.991091
4932,0.992479
4933,0.991243
4934,0.996930
4935,0.998825
4936,0.989456
4937,0.996305
4938,0.951451
4939,0.990073
4940,0.982382
4941,0.997975
4942,0.985091
4943,0.977583
4944,0.998769
4945,0.995930
4946,0.904901
4947,0.986332
4948,0.956958
4949,0.988800
4950,0.964532
4951,0.994744
4952,0.990425
4953,0.993841
4954,0.775389
4955,0.995935
4956,0.995402
4957,0.996797
4958,0.999069
4959,0.999433
4960,0.991505
4961,0.980662
4962,0.996318
4963,0.990387
4964,0.995722
4965,0.986720
4966,0.995863
4967,0.985908
4968,0.997392
4969,0.578073
4970,0.998419
4971,0.998213
4972,0.799717
4973,0.977899
4974,0.997776
4975,0.986672
4976,0.992144
4977,0.981186
4978,0.998793
4979,0.995943
4980,0.996025
4981,0.995672
4982,0.999344
4983,0.972132
4984,0.924062
4985,0.994785
4986,0.997295
4987,0.727203
4988,0.953781
4989,0.894965
4990,0.993731
4991,0.731022
4992,0.996377
4993,0.998778
4994,0.985985
4995,0.992785
4996,0.994518
4997,0.995528
4998,0.121227
4999,0.995177
5000,0.342308
5001,0.977045
5002,0.998496
5003,0.942737
5004,0.996844
5005,0.995515
5006,0.984817
5007,0.990647
5008,0.996404
5009,0.902080
5010,0.992319
5011,0.990949
5012,0.984826
5013,0.949795
5014,0.861860
5015,0.755020
5016,0.927611
5017,0.993683
5018,0.996858
5019,0.999574
5020,0.977319
5021,0.995612
5022,0.987142
5023,0.972726
5024,0.998574
5025,0.996118
5026,0.998960
5027,0.987323
5028,0.997132
5029,0.995728
5030,0.968641
5031,0.997043
5032,0.949610
5033,0.965705
5034,0.954551
5035,0.996643
5036,0.970807
5037,0.981441
5038,0.997481
5039,0.922507
5040,0.392882
5041,0.989435
5042,0.330520
5043,0.977223
5044,0.980608
5045,0.805276
5046,0.967018
5047,0.990275
5048,0.998706
5049,0.981238
5050,0.933268
5051,0.830752
5052,0.970037
5053,0.996950
5054,0.991464
5055,0.900771
5056,0.579468
5057,0.991582
5058,0.998697
5059,0.973173
5060,0.998942
5061,0.996939
5062,0.997705
5063,0.974587
5064,0.974783
5065,0.990117
5066,0.995878
5067,0.993684
5068,0.961821
5069,0.974827
5070,0.999220
5071,0.999315
5072,0.998237
5073,0.997571
5074,0.224585
5075,0.839537
5076,0.994657
5077,0.998171
5078,0.995895
5079,0.992690
5080,0.986621
5081,0.999403
5082,0.995433
5083,0.996768
5084,0.995109
5085,0.984765
5086,0.997373
5087,0.991830
5088,0.999613
5089,0.996791
5090,0.996851
5091,0.481348
5092,0.977658
5093,0.977548
5094,0.916650
5095,0.985121
5096,0.836209
5097,0.985240
5098,0.998691
5099,0.858661
5100,0.989423
5101,0.999189
5102,0.989620
5103,0.198949
5104,0.987385
5105,0.983515
5106,0.798169
5107,0.968667
5108,0.925771
5109,0.992622
5110,0.986669
5111,0.988487
5112,0.994263
5113,0.987566
5114,0.992033
5115,0.987619
5116,0.999761
5117,0.997723
5118,0.995263
5119,0.994862
5120,0.987361
5121,0.996485
5122,0.995251
5123,0.981268
5124,0.987079
5125,0.996744
5126,0.999153
5127,0.997613
5128,0.998970
5129,0.992189
5130,0.984911
5131,0.988928
5132,0.916974
5133,0.994679
5134,0.992794
5135,0.997361
5136,0.954712
5137,0.188649
5138,0.996239
5139,0.999168
5140,0.937556
5141,0.998020
5142,0.999235
5143,0.083240
5144,0.993051
5145,0.403084
5146,0.991429
5147,0.812616
5148,0.987904
5149,0.999557
5150,0.986651
5151,0.994898
5152,0.987509
5153,0.998507
5154,0.998516
5155,0.994297
5156,0.997023
5157,0.958806
5158,0.992123
5159,0.989442
5160,0.999065
5161,0.997711
5162,0.995877
5163,0.994706
5164,0.688537
5165,0.983691
5166,0.994555
5167,0.982499
5168,0.995229
5169,0.974920
5170,0.988689
5171,0.975518
5172,0.980698
5173,0.921755
5174,0.993227
5175,0.992087
5176,0.970779
5177,0.993772
5178,0.983736
5179,0.998979
5180,0.996819
5181,0.994710
5182,0.845207
5183,0.998949
5184,0.998715
5185,0.999339
5186,0.976834
5187,0.969560
5188,0.989997
5189,0.848392
5190,0.856747
5191,0.951221
5192,0.996968
5193,0.999301
5194,0.993795
5195,0.417802
5196,0.997421
5197,0.972762
5198,0.922492
5199,0.998064
5200,0.992356
5201,0.979828
5202,0.998457
5203,0.997833
5204,0.999913
5205,0.926091
5206,0.918676
5207,0.973344
5208,0.984655
5209,0.961705
5210,0.988585
5211,0.861595
5212,0.986077
5213,0.919589
5214,0.970019
5215,0.992290
5216,0.994276
5217,0.556200
5218,0.999743
5219,0.999397
5220,0.934403
5221,0.720554
5222,0.521952
5223,0.999194
5224,0.993558
5225,0.994081
5226,0.998561
5227,0.967583
5228,0.996553
5229,0.940867
5230,0.996906
5231,0.540234
5232,0.983213
5233,0.992266
5234,0.997829
5235,0.996724
5236,0.996378
5237,0.993189
5238,0.882922
5239,0.973484
5240,0.999365
5241,0.997922
5242,0.990156
5243,0.991619
5244,0.999871
5245,0.989950
5246,0.996605
5247,0.940485
5248,0.982827
5249,0.995326
5250,0.993591
5251,0.460901
5252,0.984602
5253,0.994231
5254,0.988498
5255,0.991483
5256,0.993238
5257,0.995203
5258,0.612700
5259,0.985573
5260,0.996286
5261,0.887463
5262,0.998406
5263,0.991947
5264,0.961398
5265,0.974209
5266,0.955394
5267,0.998931
5268,0.996112
5269,0.785893
5270,0.983613
5271,0.961056
5272,0.981310
5273,0.970904
5274,0.999182
5275,0.993736
5276,0.998931
5277,0.674916
5278,0.997796
5279,0.991907
5280,0.987520
5281,0.964113
5282,0.919732
5283,0.998033
5284,0.997971
5285,0.942154
5286,0.614020
5287,0.333207
5288,0.801201
5289,0.999836
5290,0.988686
5291,0.997770
5292,0.997864
5293,0.997099
5294,0.986282
5295,0.982391
5296,0.995473
5297,0.938605
5298,0.964677
5299,0.987971
5300,0.993243
5301,0.954446
5302,0.987573
5303,0.797976
5304,0.997315
5305,0.875363
5306,0.993563
5307,0.998907
5308,0.983906
5309,0.829982
5310,0.993963
5311,0.999038
5312,0.995569
5313,0.979922
5314,0.984786
5315,0.990357
5316,0.979097
5317,0.949065
5318,0.976720
5319,0.978904
5320,0.994585
5321,0.747094
5322,0.991696
5323,0.992081
5324,0.897893
5325,0.973460
5326,0.786816
5327,0.992362
5328,0.775651
5329,0.994256
5330,0.992700
5331,0.997592
5332,0.829483
5333,0.994704
5334,0.993940
5335,0.986852
5336,0.968000
5337,0.841815
5338,0.996026
5339,0.981708
5340,0.998205
5341,0.998830
5342,0.998258
5343,0.994329
5344,0.880573
5345,0.998893
5346,0.994525
5347,0.991785
5348,0.991762
5349,0.975109
5350,0.966385
5351,0.974653
5352,0.992301
5353,0.882593
5354,0.999627
5355,0.993800
5356,0.995954
5357,0.997296
5358,0.969272
5359,0.996387
5360,0.992709
5361,0.982373
5362,0.981190
5363,0.981682
5364,0.973343
5365,0.995712
5366,0.994364
5367,0.995148
5368,0.986094
5369,0.993552
5370,0.993107
5371,0.978362
5372,0.989463
5373,0.988815
5374,0.987794
5375,0.921148
5376,0.895952
5377,0.732935
5378,0.969676
5379,0.993572
5380,0.879992
5381,0.982655
5382,0.989718
5383,0.989156
5384,0.971587
5385,0.987717
5386,0.959876
5387,0.997421
5388,0.934373
5389,0.994027
5390,0.974730
5391,0.985741
5392,0.988340
5393,0.996050
5394,0.995959
5395,0.998536
5396,0.999610
5397,0.886768
5398,0.999240
5399,0.984273
5400,0.983056
5401,0.947327
5402,0.997880
5403,0.945382
5404,0.999851
5405,0.995574
5406,0.991564
5407,0.999954
5408,0.997431
5409,0.975401
5410,0.997455
5411,0.741690
5412,0.987580
5413,0.970920
5414,0.998325
5415,0.961151
5416,0.969721
5417,0.993659
5418,0.994421
5419,0.998694
5420,0.779297
5421,0.995822
5422,0.215185
5423,0.992899
5424,0.953865
5425,0.994480
5426,0.403067
5427,0.993527
5428,0.977382
5429,0.993095
5430,0.632505
5431,0.916697
5432,0.893543
5433,0.991080
5434,0.249274
5435,0.992702
5436,0.989780
5437,0.997024
5438,0.992510
5439,0.993763
5440,0.947546
5441,0.997791
5442,0.979979
5443,0.988407
5444,0.997746
5445,0.938229
5446,0.999125
5447,0.972820
5448,0.987369
5449,0.946994
5450,0.987981
5451,0.999208
5452,0.930066
5453,0.991434
5454,0.997468
5455,0.999852
5456,0.993522
5457,0.994108
5458,0.986750
5459,0.989566
5460,0.991384
5461,0.977953
5462,0.987503
5463,0.999660
5464,0.782832
5465,0.997432
5466,0.999809
5467,0.997081
5468,0.997626
5469,0.996959
5470,0.996347
5471,0.996211
5472,0.984189
5473,0.979112
5474,0.990496
5475,0.912019
5476,0.925281
5477,0.995862
5478,0.995645
5479,0.866520
5480,0.919714
5481,0.756711
5482,0.995000
5483,0.938414
5484,0.996386
5485,0.996090
5486,0.988825
5487,0.999954
5488,0.970651
5489,0.687834
5490,0.817167
5491,0.994457
5492,0.996179
5493,0.997844
5494,0.831274
5495,0.990632
5496,0.987385
5497,0.959600
5498,0.968090
5499,0.998653
5500,0.996790
5501,0.957823
5502,0.997198
5503,0.989796
5504,0.995768
5505,0.979251
5506,0.998667
5507,0.996278
5508,0.979524
5509,0.992726
5510,0.989175
5511,0.989820
5512,0.996420
5513,0.939339
5514,0.990469
5515,0.992712
5516,0.979585
5517,0.994926
5518,0.994576
5519,0.995434
5520,0.967299
5521,0.998668
5522,0.985699
5523,0.999006
5524,0.997921
5525,0.998992
5526,0.975911
5527,0.958338
5528,0.987914
5529,0.513374
5530,0.995368
5531,0.988240
5532,0.991713
5533,0.997457
5534,0.995071
5535,0.994825
5536,0.947850
5537,0.986583
5538,0.815647
5539,0.945542
5540,0.994539
5541,0.952928
5542,0.814203
5543,0.992477
5544,0.997240
5545,0.990077
5546,0.983542
5547,0.704269
5548,0.994638
5549,0.992295
5550,0.972270
5551,0.945755
5552,0.993402
5553,0.998845
5554,0.997450
5555,0.974813
5556,0.989087
5557,0.983539
5558,0.980035
5559,0.962574
5560,0.725195
5561,0.996792
5562,0.988320
5563,0.557813
5564,0.988808
5565,0.995616
5566,0.988860
5567,0.196354
5568,0.914384
5569,0.969771
5570,0.870074
5571,0.998569
5572,0.898648
5573,0.386401
5574,0.714213
5575,0.996894
5576,0.992232
5577,0.989704
5578,0.966243
5579,0.998966
5580,0.755845
5581,0.993730
5582,0.864702
5583,0.984848
5584,0.998341
5585,0.990423
5586,0.994343
5587,0.998171
5588,0.935244
5589,0.999480
5590,0.993487
5591,0.998294
5592,0.994764
5593,0.990169
5594,0.994111
5595,0.881879
5596,0.747974
5597,0.994813
5598,0.961140
5599,0.992421
5600,0.997748
